GeneID	Tiefora_v_Ngousso_log2FoldChange	Ban_v_BanS_log2FoldChange	BanRe_v_BanS_log2FoldChange	Bak_v_Kisumu_log2FoldChange	VK7_v_Kisumu_log2FoldChange	Cameroon_v_Ngousso_log2FoldChange	Chad_v_Ngousso_log2FoldChange	Niger_v_Ngousso_log2FoldChange	Nigeria_v_Ngousso_log2FoldChange	Agboville_v_Mali_log2FoldChange	Agboville_v_Ngousso_log2FoldChange	Dabou_v_Mali_log2FoldChange	Dabou_v_Ngousso_log2FoldChange	Tiassale_v_Mali_log2FoldChange	Tiassale_v_Ngousso_log2FoldChange	Bouake_gamb_unexp_v_Kisumu_log2FoldChange	Bouake_colu_unexp_v_Ngousso_log2FoldChange	BusiaSurvivors_v_Kisumu_log2FoldChange	GeneName	GeneDescription
AGAP009080	0.89	0.815	0.406	0.876	0.001	0.228	0.113	0.088	0.321	0.772	0.006	0.553	0.097	0.133	0.604	0.233	0.001	0.032	""	FAD-dependent oxidoreductase domain-containing protein 1 [Source:VB Community Annotation]
AGAP009346	0.89	0.817	0.675	0.021	0.183	0.823	0.782	0.335	0.408	0.38	0.627	0.815	0.16	0.308	0.386	0.978	0.193	0	""	""
AGAP000507	0.89	0	0.263	0.014	0.015	0.743	0.034	0.233	0.523	0.033	0.585	0.005	0.639	0.026	0.378	0.835	0.956	0	""	""
AGAP013293	0.89	0.501	0.599	0.047	0	0.633	0.956	0.364	0.825	0.863	0	0.972	0	0.407	0	0	0.176	0	""	""
AGAP001711	0.89	0.91	0.005	0.577	0.004	0.501	0.992	0.415	0.06	0.053	0	0.046	0	0.016	0	0.601	0.004	0.718	""	NADH dehydrogenase (ubiquinone) Fe-S protein 8 [Source:VB Community Annotation]
AGAP004718	0.89	0.07	0.018	0.006	0.408	0.538	0.578	0.07	0.067	0.115	0.028	0	0	0.003	0	0	0.296	0	""	""
AGAP009811	0.89	0.095	0.834	0.985	0.018	0.238	0.567	0.457	0.165	0.699	0	0.684	0	0.924	0.005	0.905	0.657	0.004	""	Cdk5rap3 [Source:VB Community Annotation]
AGAP009842	0.891	0.418	0.571	0.832	0.996	0.001	0.065	0.015	0	0.159	0.033	0.358	0.086	0.444	0.143	0.427	0	0	""	ribonuclease T2 [Source:VB Community Annotation]
AGAP008752	0.891	0.637	0.392	0	0	0.369	0	0.038	0.118	0.884	0.551	0.855	0.745		0.801	0.011	0.752	0.003	""	""
AGAP009403	0.892	0.195	0.023	0	0	0.555	0.078	0.003	0.002	0	0.007	0.051	0.169	0	0.005	0.001	0.742	0.693	""	""
AGAP008696	0.892	0.927	0.096	0.59	0.378	0.945	0.995	0.28	0.093	0.795	0.708	0.837	0.713	0.606	0.564	0.249	0.026		""	""
AGAP000626	0.893	0.123	0.352	0.906	0.612	0.396	0.095	0.142	0.226	0.615	0.325	0.374	0.161	0.195	0.119	0.066	0.997	0	""	Vesicle-associated membrane protein-associated protein B [Source:VB Community Annotation]
AGAP009644	0.893	0.813	0.015	0.178	0.165	0.74	0.515	0.92	0.752	0.171	0.02	0.522	0	0.232	0	0.422	0.245	0.012	""	DNA-directed RNA polymerases I and III subunit RPAC2 [Source:VB Community Annotation]
AGAP005685	0.893	0.022	0.314	0.015	0.057	0.868	0.002	0.394	0.721	0.829	0.761	0.996	0.402	0.738	0.835	0.051	0.813	0.002	""	""
AGAP028566	0.893	0	0.376	0	0	0	0.016	0.001	0	0.153	0	0.187	0.002	0.092	0.002	0.818	0.967	0.14	""	""
AGAP000076	0.894	0.301	0.239	0.615	0.008	0.767	0.159	0.264	0.515	0.817	0	0.653	0.008	0.489	0	0.643	0.188	0.001	""	sterol regulatory element-binding transcription factor 1 [Source:VB Community Annotation]
AGAP012917	0.894	0.28				0.043	0.809		0.154								0.779	0.797	""	ADP-ribosylation factor-like protein 2-binding protein [Source:VB Community Annotation]
AGAP005990	0.894	0.421	0.502	0.164	0.15	0.916	0.154	0.057	0.05	0.144	0.014	0.356	0.001	0.651	0.001	0.296	0.946	0.026	""	glycolipid transfer protein domain-containing protein 1 [Source:VB Community Annotation]
AGAP012440	0.895	0.777	0.011	0.885	0.735	0.354	0.145	0.593	0.913	0.003	0.76	0.07	0.454	0.003	0.819	0.417	0.427	0.125	""	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:VB Community Annotation]
AGAP004275	0.895	0.445	0.208	0.222	0.001	0.468	0.266	0.069	0.147	0.976	0.831	0.316	0.12	0.097	0.033	0.777	0.892	0.161	""	DNA replication licensing factor MCM2 [Source:VB Community Annotation]
AGAP011299	0.895	0.476	0.003	0	0.359	0.667	0.321	0.716	0.925	0.294	0.04	0.508	0.152	0.792	0.064	0.561	0.261	0.481	""	glycosylphosphatidylinositol deacylase [Source:VB Community Annotation]
AGAP008205	0.895	0.391	0.792	0.794	0.102	0.931	0.777		0.848	0.664	0.637	0.596	0.546	0.477	0.449	0.978	0.171	0.442	CYP6R1	cytochrome P450 [Source:VB Community Annotation]
AGAP006354	0.896	0.088	0.029	0	0	0.415	0.429	0.764	0.579	0.017	0	0	0.004	0	0.042	0.115	0.043	0.01	""	Rab-like protein 3 [Source:VB Community Annotation]
AGAP003366	0.897	0.947	0.579	0	0	1	0.152	0.245	0.084	0.005	0.006	0.005	0.003	0	0	0.704	0.203	0.467	""	myotubularin-related protein 13 [Source:VB Community Annotation]
AGAP005331	0.897	0.099	0.424	0.409	0.662	0.855	0.994	0.865	0.561	0.846	0.001	0.555	0	0.736	0	0.858	0.182	0.001	""	regulation of nuclear pre-mRNA domain containing 1A [Source:VB Community Annotation]
AGAP002405	0.897	0.705	0.33	0.039	0.043	0.78	0.092	0.002	0	0.871	0.902	0.382	0.418	0.256	0.266	0.158	0.642	0.003	""	""
AGAP004875	0.897	0.526	0.427	0.417	0.096	0.78	0.661		0.792			0.785	0.876	0.966	0.719	0.548	0.592	0.066	""	""
AGAP004237	0.897	0	0	0	0.499	0.542	0.065	0.146	0.759	0.174	0.008	0.056	0.002	0.295	0.014	0	0.519	0	""	nuclear lamin L1 alpha [Source:VB Community Annotation]
AGAP000400	0.898	0	0.778	0	0.009	0.889	0	0.061	0.099	0.25	0.087	0.33	0.044	0.975	0.039	0.225	0.856	0	""	""
AGAP000090	0.898	0	0	0.003	0.957	0.321	0	0.397	0.779	0.2	0.719	0.257	0.782	0.001	0.45	0.482	0	0.177	""	adenylate cyclase [Source:VB Community Annotation]
AGAP004635	0.898	0.213	0.018	0.801	0.804	0.382	0.713	0.941	0.775	0.113	0.202	0.294	0.557	0.414	0.732	0.024	0.375	0.008	""	sodium-independent sulfate anion transporter [Source:VB Community Annotation]
AGAP007611	0.898	0.318	0	0.34	0	0.97	0.404	0.038	0.14	0.475	0	0.953	0	0.866	0	0	0	0	""	""
AGAP007660	0.898	0.291	0.245	0.774	0.596	0.593	0.791	0.989	0.862	0.365	0.613	0.049	0.103	0.089	0.178	0.711	0.65	0	""	synaptic vesicle 2-related protein [Source:VB Community Annotation]
AGAP028103	0.898	0.458	0.001	0	0	0.469	0.916	0.949	0.796	0.366	0.151	0.636	0.191	0.717	0.079	0.974	0.028	0.361	""	""
AGAP001952	0.9	0.506	0.172	0.082	0	0.03	0	0.507		0.048	0.001	0.508	0.118	0.106	0.015	0	0.854	0.014	""	cytosol aminopeptidase [Source:VB Community Annotation]
AGAP005205	0.9	0.079	0.004	0	0.053	0.074	0.091	0	0.172	0.231	0.001	0.236	0.005	0.056	0	0.543	0.245	0.006	PGRPLA	peptidoglycan recognition protein (long) [Source:VB Community Annotation]
AGAP003293	0.9	0.047	0.613	0.2	0.427	0.789	0.584	0.808	0.854	0.619	0	0.398	0	0.252	0	0.119	0.525	0.347	""	Poly(A) RNA polymerase, mitochondrial [Source:VB Community Annotation]
AGAP003485	0.9	0.006	0.144	0.006	0.434	0.961	0.706	0.982	0.63	0.454	0.519	0.108	0.158	0.007	0.043	0	0.034	0.086	""	thioredoxin domain-containing protein [Source:VB Community Annotation]
AGAP009110	0.9	0	0.952	0	0.044	0.014	0.612	0.06	0.24	0.004	0.442	0.044	0.688	0.495	0.536	0	0.062	0.234	""	""
AGAP003214	0.901	0.105	0.382	0.077	0.195	0.622	0.718	0.643	0.41	0.392	0.033	0.704	0	0.702	0.003	0.062	0.57	0	""	""
AGAP005217	0.901	0.884	0.227	0.608	0.208	0.013	0.032	0.008	0			0	0.094	0	0.012	0.083	0.383	0.214	""	""
AGAP005857	0.901	0.371	0.728	0.234	0.016	0.925	0.964	0.635	0.944	0.795	0	0.982	0.002	0.867	0.002	0.725	0.147	0.631	""	actin-related protein 6 [Source:VB Community Annotation]
AGAP008494	0.901	0.421	0.017	0.606	0.392	0.381	0.448	0.319	0.091	0.213	0.914	0.051	0.408	0.378	0.791	0.984	0.233	0.879	""	signal transducing adaptor molecule [Source:VB Community Annotation]
AGAP011313	0.901	0.563	0.527	0.089	0.487	0.57	0.452	0.446	0.558	0.352	0.829	0.54	0.847	0.886	0.517	0.574	0.817	0.015	""	""
AGAP009506	0.901	0.866	0.151	0.302	0.994	0.964	0.374	0.716	0.706	0.578	0	0.986	0.002	0.501	0.028	0.951	0.091	0	""	U5 snRNP complex subunit [Source:VB Community Annotation]
AGAP028217	0.901	0.837		0.736	0.829		0.858					0.744		0.335	0.341	0.812	0.7	0	""	""
AGAP004506	0.901	0.445	0.014	0.13	0.749							0.934				0.088	0.498	0.243	pburs	Partner of bursicon [Source:UniProtKB/Swiss-Prot;Acc:Q566B3]
AGAP007508	0.902	0.055	0.311	0.239	0.326	0.855	0.586	0.15	0.172	0.457	0	0.626	0	0.979	0	0.744	0.13	0.438	""	""
AGAP000145	0.902	0.755	0.009	0.58	0.014	0.885	0.003	0.004	0	0.185	0.549	0.1	0.317	0.005	0.091	0.453	0.966	0.162	""	ubiquitin-conjugating enzyme E2D [Source:VB Community Annotation]
AGAP008451	0.902					0.263	0.397		0.247							0.858	0.5		CPLCG6	cuticular protein CPLCG family (CPLCG6) [Source:VB Community Annotation]
AGAP002250	0.902	0.139	0.52	0.195	0.207	0.009	0	0	0	0.109	0.295	0.306	0.609	0.009	0.085	0.026	0.469	0.05	""	calcium/calmodulin-dependent protein kinase kinase [Source:VB Community Annotation]
AGAP004728	0.902	0.303	0.145	0.183	0.429	0.607	0.741	0.032	0.092	0.151	0.832	0.541	0.78	0.804	0.317	0.153	0.578	0	""	""
AGAP009092	0.902	0.201			0.003	0.247	0.266	0.893			0.43	0.257	0.766	0.556	0.638	0.371	0.485	0.032	""	""
AGAP008324	0.902	0	0.01	0.055	0.476	0.545	0.614	0.392	0.811	0.011	0.5	0.035	0.842	0.049	0.764	0.271	0.859	0	""	enhancer of mRNA-decapping protein 4 [Source:VB Community Annotation]
AGAP007219	0.902	0.056	0.484	0.028	0.003	0.706	0.341	0.63	0.712	0.843	0	0.836	0	0.712	0	0.003	0.027	0	""	""
AGAP002293	0.903	0.018	0	0.576	0.635	0.259	0.017	0.002	0.002	0.318	0	0.576	0	0.248	0	0	0.792	0	""	intraflagellar transport 81 homolog [Source:VB Community Annotation]
AGAP000878	0.903	0.887	0.629	0.757	0.862		0.936			0.977	0.795	0.811				0.485	0.599	0.872	""	achaete-scute complex protein [Source:VB Community Annotation]
AGAP010206	0.903	0.018	0.005	0.959	0.785	0.156	0.005	0.235	0.396	0.69	0.963	0.003	0.17	0.001	0.091	0.5	0.983	0.003	""	Protein bicaudal D homolog 2 [Source:VB Community Annotation]
AGAP013297	0.904	0.936	0.827	0.867	0.702	0.633	0.567		0.5	0.884	0.811	0.913	0.915	0.819	0.798	0.135	0.582	0.855	""	""
AGAP000628	0.904	0.756		0.055	0.063	0.241	0.767	0.17	0.278							0.001	0.034	0	""	""
AGAP002295	0.904	0.325	0.996	0.025	0.013	0.041	0.006	0.018	0.025	0.568	0.479	0.912	0.847	0.965	0.875	0.302	0.997	0	""	""
AGAP001756	0.904	0.006	0.464	0.601	0.528	0.144	0.46	0.949	0.002	0.238	0.691	0.049	0.811	0.063	0.815	0.041	0.284	0	""	solute carrier family 44, member 3 [Source:VB Community Annotation]
AGAP010381	0.904	0.214	0.203	0.509	0.649	0.801	0.931	0.024	0.01	0.474	0	0.16	0	0.63	0.001	0.308	0.855	0.02	""	""
AGAP012146	0.905	0.396	0	0.604	0.001	0.146	0.281	0.48	0.779	0.833	0.011	0.182	0	0.241	0.001	0.16	0	0.002	""	phosphatidylserine synthase 1 [Source:VB Community Annotation]
AGAP007362	0.905	0.061	0.866	0	0.402	0.291	0.097	0.118	0.281	0.011	0.137	0.012	0.153	0.037	0.257	0.949	0.002	0.049	""	SH3 domain-binding glutamic acid-rich-like protein 3 [Source:VB Community Annotation]
AGAP009273	0.905	0.519	0.058	0.806	0.26	0.296	0.658	0.575	0.021			0.205	0.28	0	0.092	0	0		""	Seminal fluid protein HACP027 [Source:VB Community Annotation]
AGAP003078	0.905	0.83	0.815	0.881	0.417	0.615	0.803	0.998	0.664	0.804	0.001	0.64	0.064	0.738	0.009	0.027	0.426	0.907	""	endoplasmic reticulum metallopeptidase 1 [Source:VB Community Annotation]
AGAP002364	0.906	0.125	0	0.194	0	0.097	0.613	0.171	0.002	0.257	0	0.375	0	0.752	0	0.417	0.119	0.064	""	MICOS complex subunit MIC60 [Source:UniProtKB/TrEMBL;Acc:F5HK71]
AGAP000328	0.906	0.94	0.203	0.298	0.316	0.934	0.093	0.145	0.563	0.969	0.317	0.623	0.083	0.388	0.052	0.471	0.005	0	""	AMME syndrome candidate gene 1 protein [Source:VB Community Annotation]
AGAP001301	0.906	0.733	0.644	0.588	0.767	0.46	0.241	0.919	0.675	0.509	0.518	0.785	0.851	0.956	0.834	0.846	0.092	0.186	""	Bardet-Biedl syndrome 5 protein [Source:VB Community Annotation]
AGAP004255	0.906	0.01	0	0	0.205	0.571	0.796	0.438	0.315	0	0	0	0	0	0	0	0.296	0.845	""	""
AGAP006720	0.906			0.996	0.219		0.903					0.762				0.947	0.271	0.928	""	""
AGAP012065	0.906	0.017		0.278	0.453		0.615		0.796	0.104	0.186	0.99	0.471	0.06	0.117	0.156	0.405	0.886	""	""
AGAP007652	0.906	0.506	0.197	0.474	0.458	0.658	0.623	0.679	0.695	0.981	0.371	0.803	0.131	0.713	0.517	0.799	0.053	0.034	""	methyltransferase-like protein 20 [Source:VB Community Annotation]
AGAP002528	0.907	0.336	0.338	0.198	0.016	0.786	0.424	0.528	0.18	0.236	0.462	0.848	0.987	0.972	0.869	0.603	0.989	0.009	""	trafficking protein particle complex subunit 2 [Source:VB Community Annotation]
AGAP009339	0.907	0.422	0.775	0.57	0.227	0.204	0.737	0.786	0.871	0.012	0.956	0.015	0.843	0.081	0.738	0.031	0.442	0.661	""	""
AGAP028538	0.907	0.979	0.004	0.906	0.153	0.482	0.022	0.836	0.533	0.969	0.55	0.563	0.194	0.187	0.044	0	0.489	0	""	""
AGAP012716	0.907	0.701					0.597		0.552							0.894	0.81	0.972	""	""
AGAP012453	0.908	0	0.018	0	0.087	0.984	0.975	0.63	0.302	0.111	0.961	0.118	0.963		0.399	0.013	0.627	0.23	""	hexosaminidase [Source:VB Community Annotation]
AGAP013440	0.908	0.49	0.758	0	0.006	0	0.002	0	0.013	0.633	0.021	0.492	0.036	0.591	0.092	0	0.271	0	""	SRA stem-loop-interacting RNA-binding protein, mitochondrial [Source:VB Community Annotation]
AGAP002568	0.908	0.49	0	0.82	0.021	0.054	0.285	0.179	0.002	0.827	0.509	0.667	0.865	0.754	0.952	0.127	0.004	0.576	""	Nat13 protein [Source:VB Community Annotation]
AGAP008183	0.908	0.205	0.085	0.007	0.012	0.995	0.283	0.798	0.454							0.001	0.721	0.504	CLIPD2	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP004262	0.908	0.448	0.004	0	0	0.201	0.987	0	0	0.677	0	0.287	0	0.115	0	0	0.825	0	TO3	takeout 3 [Source:VB Community Annotation]
AGAP002124	0.909	0.453	0.009	0.06	0.393	0.729	0.713	0.593	0.792	0.937	0.027	0.278	0	0.141	0	0.781	0.586	0	""	""
AGAP006215	0.909	0.325	0.53	0.793	0.092	0.281	0.605	0.617	0.526	0.008	0.657	0.719	0.041	0.04	0.573	0.003	0.824	0.911	GPRMTH1	methuselah receptor 1 [Source:VB Community Annotation]
AGAP002140	0.909	0.537	0.843	0.263	0.101	0.174	0.983	0.688	0.207	0.227	0.097	0.331	0.151	0.463	0.287	0.168	0.009	0.896	""	""
AGAP002326	0.909	0.664		0.569	0.466		0.932		0.719	0.52	0.313	0.601	0.353	0.542	0.333	0.359	0.334	0.478	""	""
AGAP008627	0.909	0.734	0.913	0.6	0.121	0.012	0.024	0.009	0.01	0.591	0.365	0.827	0.969	0.501	0.31	0.758	0.002	0.108	""	""
AGAP000105	0.909	0.063	0.028	0.004	0.795	0.989	0.333	0.826	0.944	0.908	0.949	0.462	0.616	0.649	0.769	0.367	0.077	0.04	""	""
AGAP000417	0.909	0.772		0.254	0.728	0.57	0.435		0.973	0.738	0.601	0.762	0.602	0.852	0.961	0.553	0.282	0.74	""	""
AGAP000973	0.91	0.385	0.612	0.445	0	0	0.29	0	0	0.782	0.331	0.827	0.239	0.593	0.023	0.942	0	0.02	""	neutral ceramidase [Source:VB Community Annotation]
AGAP005118	0.91	0.185	0.158	0.74	0.011	0.995	0.617	0.378	0.052	0.532	0.78	0.507	0.707	0.513	0.767	0.066	0.925	0.324	mRpS17	28S ribosomal protein S17, mitochondrial [Source:VB Community Annotation]
AGAP003507	0.91	0.029	0.128	0.121	0.541	0.326	0.921	0.967	0.921	0.375	0.209	0.246	0.107	0.222	0.114	0.022	0.001	0.893	""	charged multivesicular body protein 3 [Source:VB Community Annotation]
AGAP002437	0.912	0.115	0.013	0	0.027	0.983	0.008	0.329	0.567	0.486	0.395	0.392	0.301	0.909	0.964	0.779	0.181	0	RpS8	40S ribosomal protein S8 [Source:UniProtKB/TrEMBL;Acc:Q7QC42]
AGAP002842	0.912	0.18	0.594	0.27	0.618	0.8	0.757	0.987	0.502	0.659	0.834	0.828	0.645	0.896	0.499	0.402	0.989	0.01	""	CLIPD1 protein [Source:VB Community Annotation]
AGAP003352	0.912	0.091	0	0.509	0.861	0	0.178	0.006	0	0.007	0.27	0.091	0.12	0.09	0.009	0.147	0.604	0.021	""	Stomatin (EPB72)-like 3 [Source:VB Community Annotation]
AGAP012136	0.912	0.728	0.007	0.756	0.626	0.696	0.808	0.825	0.059	0.368	0.016	0.166	0.001	0.056	0	0.812	0.997	0.011	mRpS25	28S ribosomal protein S25, mitochondrial [Source:VB Community Annotation]
AGAP002239	0.913	0.336	0.705	0.002	0.543	0.866	0.03	0	0	0.812	0.401	0.95	0.565	0.511	0.144	0.826	0	0.042	""	Diamine acetyltransferase 1 [Source:VB Community Annotation]
AGAP008723	0.913	0.133	0.46	0	0.043	0.311	0.142	0.011	0.007	0.834	0.912	0.682	0.481	0.348	0.219	0.61	0.422	0.043	""	minichromosome maintenance protein 10 [Source:VB Community Annotation]
AGAP000365	0.913	0.546	0.002	0.758	0.031	0.835	0	0	0	0.992	0.099	0.902	0.559	0.251	0.815	0	0	0	""	alpha-1,3-fucosyltransferase [Source:VB Community Annotation]
AGAP005428	0.913	0.999	0.361	0.025	0.155	0.974	0.403	0.869	0.917	0.444	0.06	0.197	0.2	0.089	0.222	0.82	0.324	0.865	""	transcription elongation factor SPT4 1 [Source:VB Community Annotation]
AGAP007323	0.913	0.961		0.778	0.825	0.805	0.895		0.688		0.885	0.901	0.995	0.835	0.947	0.671	0.913	0.151	""	""
AGAP011752	0.913	0.886	0	0.001	0.052	0.767	0.395	0.125	0.828	0.486	0.548	0.934	0.108	0.769	0.281	0.924	0.077	0	""	tRNA(His) guanylyltransferase [Source:VB Community Annotation]
AGAP007755	0.913	0	0	0	0	0.125	0.008	0	0	0.002	0.002	0.004	0.005	0	0	0.936	0	0.155	""	""
AGAP008719	0.913	0.02	0.95	0	0.003	0.804	0.639	0.357	0.396	0.112	0	0.065	0	0.013	0	0.253	0.719	0.389	""	S-phase kinase-associated protein 1 [Source:VB Community Annotation]
AGAP004317	0.913	0.8	0.417	0.609	0.075	0.006	0	0	0	0	0.389	0	0.224	0.107	0.45	0.718	0.001	0	CLIPC2	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP009426	0.913	0.223	0.941	0.724	0.002	0.975	0.288	0.594	0.875	0.008	0	0.001	0	0.002	0	0.032	0.004	0.228	""	ephrin-B [Source:VB Community Annotation]
AGAP002347	0.914	0.006	0.021	0	0	0.258	0.002	0.024	0.002	0.213	0.308	0.19	0.33	0.015	0.865	0.152	0.09	0	""	N-acetylglucosamine-6-phosphate deacetylase [Source:UniProtKB/TrEMBL;Acc:Q7QBX3]
AGAP010413	0.914	0.629	0.002	0	0.001	0.964	0.205	0.685	0.891	0.003	0.006	0.03	0.073	0.104	0.238	0.463	0.018	0.479	""	SH3 and multiple ankyrin repeat domains protein [Source:VB Community Annotation]
AGAP012177	0.914	0.676	0.594	0.754	0.073	0.983	0.228	0.931	0.846	0	0.72	0	0.568	0	0.956	0.091	0.656	0.292	""	Aveugle [Source:VB Community Annotation]
AGAP000022	0.914	0.089	0.464	0.002	0.668	0.029	0.131	0.01	0	0.029	0.076	0	0.001	0.001	0.002	0.944	0.948	0.753	""	amino acid transporter protein [Source:VB Community Annotation]
AGAP010924	0.914	0.845	0.583	0.188	0.041	0.674	0.715	0.591	0.571	0.413	0.579	0.008	0.021	0.306	0.507	0.002	0.056	0.185	""	peroxin-1 [Source:VB Community Annotation]
AGAP013760	0.914	0.813	0.808	0.316	0.835	0.179	0.071	0.77	0.511	0.143	0.787	0.677	0.524	0.96	0.248	0.958	0.966	0.71	""	""
AGAP005858	0.914	0.002	0.039	0.586	0.758	0.925	0.605	0.165	0.126	0.749	0.666	0.33	0.233	0.312	0.225	0.511	0.969	0	""	protein lin-7 homolog C [Source:VB Community Annotation]
AGAP001372	0.914	0.033	0.431	0.408	0	0.912	0.86	0.353	0.51	0.844	0.002	0.997	0.003	0.589	0.292	0.046	0	0.625	""	""
AGAP013740	0.914	0.664	0.945	0.106	0.193	0.794	0.858	0.973	0.912	0.31	0.093	0.796	0.045	0.876	0.004	0.782	0.057	0.001	""	""
AGAP002139	0.914	0.879	0.483	0.069	0.885	0.709	0.182	0.24	0.035	0.003	0.321	0.006	0.314	0.017	0.65	0.915	0.965	0.395	""	""
AGAP003627	0.914	0	0.14	0.133	0	0.587	0.009	0	0	0	0.051	0.001	0.444	0.003	0.642	0	0.001	0.001	""	""
AGAP000944	0.915	0.147	0.488	0.409	0.019	0.74	0.466		0.894	0.029	0.99	0.041	0.832	0.192	0.355	0.766	0.043	0.683	""	""
AGAP010806	0.915	0.026	0.586	0	0	0.252	0.005	0.021	0	0.459	0.001	0.166	0	0.103	0.012	0.088	0.007	0	""	""
AGAP009780	0.915	0.001	0.054	0.006	0.31	0.264	0.079	0.294	0.363	0.671	0.315	0.461	0.377	0.666	0.365	0.142	0.939	0	""	""
AGAP009846	0.915	0.857	0.264	0.037	0.658	0.673	0.621	0.95	0.305	0.153	0.62	0.903	0.487	0.238	0.811	0.357	0.001	0	""	Ras-related protein Rab-9A [Source:VB Community Annotation]
AGAP005364	0.915	0.007	0.023	0.11	0.116	0.6	0.443	0.555	0.398	0	0	0	0	0	0	0.354	0.911	0.152	""	protein BAT5 [Source:VB Community Annotation]
AGAP004628	0.916	0.77	0.982	0.704	0.972	0.169	0.824	0.648	0.42	0.256	0.45	0.499	0.265	0.506	0.106	0.695	0.026	0.004	""	scaffold protein salvador [Source:VB Community Annotation]
AGAP004014	0.916	0.721			0.316							0.869				0.928	0.732	0.326	SP11706	""
AGAP004654	0.916	0.001	0.729	0.557	0.13	0.284	0.198	0.754	0.72	0.001	0.005	0.031	0.08	0.001	0.003	0.668	0.741	0	""	3'(2'), 5'-bisphosphate nucleotidase [Source:VB Community Annotation]
AGAP009011	0.917	0.395		0.638	0.196	0.532	0.24		0.473	0.788	0.988	0.992	0.691	0.92	0.525	0.779	0.398	0.151	""	""
AGAP007357	0.917	0.887	0.011	0.245	0.007	0.298	0.404	0.807	0.941	0.713	0.012	0.694	0.017	0.903	0.141	0.108	0.901	0.853	""	retinaldehyde-binding protein 1-like protein 1 [Source:VB Community Annotation]
AGAP011488	0.917	0.274	0.118	0.828	0.004	0.909	0.505	0.918	0.821	0.881	0.959	0.632	0.645	0.453	0.407	0.819	0.022	0	""	conserved oligomeric Golgi complex subunit 8 [Source:VB Community Annotation]
AGAP008511	0.917	0.163	0.235	0.08	0.139	0.714	0.781	0.738	0.482	0.888	0.505	0.526	0.192	0.955	0.535	0.789	0.894	0.002	IR21a	ionotropic receptor IR21a [Source:VB Community Annotation]
AGAP007326	0.917	0.151	0.028	0	0.989	0.917	0.173	0.743	0.452	0.084	0	0.471	0	0.556	0	0.199	0.014	0.045	""	""
AGAP005263	0.918	0.306	0.023	0.055	0.243	0.449	0.865	0.681	0.114	0.853	0.131	0.32	0.618	0.355	0.42	0.391	0.499	0.425	""	protein transport protein SEC24 [Source:VB Community Annotation]
AGAP004182	0.918	0.084	0.46	0.57	0.919	0.75	0.9	0.761	0.973	0.161	0.967	0.019	0.479	0.107	0.975	0.221	0.724	0.178	""	""
AGAP003341	0.918	0.247	0.545	0.062	0.058	0.479	0.388	0.369	0.769	0.22	0	0.212	0	0.255	0	0.053	0.133	0	""	""
AGAP005894	0.918	0.049	0.007	0	0.031	0.122	0.006	0	0	0.024	0.751	0.058	0.334	0.034	0.697	0.271	0.565	0	""	electron-transferring-flavoprotein dehydrogenase [Source:VB Community Annotation]
AGAP006658	0.918	0.147	0.002	0.616	0.001	0.202	0.481	0.307	0.082	0.253	0.039	0.065	0.048	0.02	0.341	0.049	0.226	0.307	""	Snurportin-1 [Source:VB Community Annotation]
AGAP007120	0.918	0.032	0	0	0.35	0.681	0.049	0.219	0.003	0.28	0	0.451	0	0.485	0	0	0.017	0.023	""	nucleoside-diphosphate kinase [Source:VB Community Annotation]
AGAP010298	0.918	0.422	0	0.198	0.76	0.002	0.053	0	0	0	0	0	0	0.013	0.012	0.287	0.011	0.249	""	V-type H+-transporting ATPase subunit D [Source:VB Community Annotation]
AGAP010490	0.918	0.821	0.015	0.521	0.06	0.784	0.861	0.475	0.29	0.004	0.068	0.017	0.129	0.003	0.06	0.849	0.487	0.34	""	rabconnectin [Source:VB Community Annotation]
AGAP006129	0.918	0.889	0.218	0.804	0.142	0.845	0.353	0.773	0.771	0.956	0.001	0.114	0	0.916	0	0.906	0.169	0.001	""	""
AGAP013413	0.918	0.831		0.562	0.514	0.924	0.986		0.944	0.013	0.375	0.01	0.333	0.082	0.659	0.296	0.987	0	""	""
AGAP028546	0.918	0.719									0.949			0.856		0.564	0.426	0.022	""	""
AGAP003374	0.918	0.001	0	0.781	0.03	0.165	0.12	0.01	0.001	0.005	0.13	0.015	0.007	0	0.101	0.001	0.717	0	""	extracellular sulfatase Sulf [Source:VB Community Annotation]
AGAP011389	0.918	0.881	0.416	0.189	0.862	0.767	0.891		0.98	0.394	0.126	0.47	0.017	0.134	0.227	0.598	0.119	0.008	""	""
AGAP012380	0.919	0.041	0.015	0.244	0.233	0.364	0.165	0.346	0.913	0.686	0.019	0.725	0.011	0.561	0.251	0.443	0.289	0.606	""	small nuclear ribonucleoprotein D3 [Source:VB Community Annotation]
AGAP001529	0.919	0.344	0	0	0.032	0.516	0.94	0.116	0.879	0.002	0.225	0.148	0.667	0.5	0.32	0.928	0.322	0.014	""	H/ACA ribonucleoprotein complex subunit [Source:UniProtKB/TrEMBL;Acc:Q7PXR0]
