GeneID	Tiefora_v_NG_log2FoldChange	Gou_v_Moz_log2FoldChange	Ban_v_BanS_log2FoldChange	BanRe_v_BanS_log2FoldChange	Bak_v_Kis_log2FoldChange	VK7_v_Kis_log2FoldChange	Cameroon_v_NG_log2FoldChange	Chad_v_NG_log2FoldChange	Niger_v_NG_log2FoldChange	Nigeria_v_NG_log2FoldChange	Agboville_v_Mali_log2FoldChange	Agboville_v_NG_log2FoldChange	Dabou_v_Mali_log2FoldChange	Dabou_v_NG_log2FoldChange	Tiassale_v_Mali_log2FoldChange	Tiassale_v_NG_log2FoldChange	Cam_fun_v_Fang_log2FoldChange	Fumoz_v_Fang_log2FoldChange	Ghana_fun_v_Fang_log2FoldChange	Malawi_fun_v_Fang_log2FoldChange	Uganda_fun_v_Fang_log2FoldChange	Asendabo_v_Moz_log2FoldChange	Chewaka_v_Moz_log2FoldChange	Tolay_v_Moz_log2FoldChange	Ethiopia_v_Dongola_log2FoldChange	Bouake_gamb_exp_v_Bouake_Ki_log2FoldChange	Bouake_gamb_unexp_v_Bouake_Ki_log2FoldChange	Bouake_col_exp_v_Bouake_Ng_log2FoldChange	Bouake_col_unexp_v_Bouake_Ng_log2FoldChange	ContTia_v_CDI_Ng_log2FoldChange	DeltTia_v_CDI_Ng_log2FoldChange	MalaTia_v_CDI_Ng_log2FoldChange	PiriTia_v_CDI_Ng_log2FoldChange	BusiaParental_v_Kisumu_log2FoldChange	BusiaSurvivors_v_Kisumu_log2FoldChange	GeneName	GeneDescription
AGAP000907	-0.2	0.05	0.54	-0.2	-0.22	-0.23	0.1	-0.03	0.35	0.44	0.15	0.58	-0.56	-0.13	-0.44	-0.01	1.66	0.61	1.41	1.09	1.62	0.7	1.07	0.55	0.5	-0.69	-0.1	-0.2	0.44	0.61	0.51	0.17	-0.21	0.65	1.32	""	""
AGAP002388	0.18	0.81	-0.04	-0.26	-0.14	-0.23	-0.47	-0.13	-0.21	-0.26	-0.63	0.26	-0.35	0.52	-0.73	0.14	-0.8	-0.66	-0.93	-0.72	-0.89	0.41	0.47	0.43	-0.06	-0.3	-0.51	0.12	0.26	0.31	0.67	0.32	0.57	-0.57	-1.08	""	Endonuclease III homolog [Source:UniProtKB/TrEMBL;Acc:Q7QC07]
AGAP002848	-0.15	-0.14	0.4	0.3	-0.18	-1.08	0.56	0.68	1.39	1.37	-1.31	-0.05	-1.5	-0.24	-0.87	0.39	0.16	-1.31	-1.06	-1.9	0.64	0.62	0.51	1.06	0.94	-1.69	-1.09	-0.76	-1.77	-1.5	-1.18	-1.31	-1.69	1.44	0.41	""	Niemann-Pick Type C-2 [Source:VB Community Annotation]
AGAP009858	-2.15		-2.29	-0.93	-0.42	-2.96	-1.07	0.3		-0.77	-0.67	-0.63	-1	-0.96	-1.78	-1.76	-0.2	0.26	-1.02	-1.96	-1.12	0.75	-0.01	0.62	-0.52	-2.77	-1.25	0.1	0.51	0.47	0.8	1.52	2	-1.3	-1.91	Gr3	gustatory receptor 3 [Source:VB Community Annotation]
AGAP012097	-0.06	-0.02	0.25	-0.25	-0.17	0.32	-0.35	-0.87	-1.21	-1.09	0.31	1.05	0.24	0.97	0.32	1.05	-0.44	0.61	-0.47	-0.32	-0.55	-0.41	-0.16	-0.34	-0.63	-0.35	-0.23	-0.17	0.1	0.45	0.66	0.55	0.32	-0.22	-0.56	SLC25A11	mitochondrial 2-oxoglutarate/malate transporter (solute carrier family 25) [Source:VB Community Annotation]
AGAP012143	-0.12	0.19	0.38	-0.22	-0.72	-0.88	-0.19	-0.34	-0.64	-0.7	0.51	0.4	0.53	0.4	0.61	0.49	-0.29	0.11	-0.26	-0.69	-0.3	0.5	0.28	0.66	0.07	-0.36	-0.54	-0.05	-0.19	-0.75	-0.02	-0.77	-0.77	-0.68	-1.02	""	mTERF domain-containing protein, mitochondrial [Source:VB Community Annotation]
AGAP001656	-0.09	1.2	-0.13	-0.62	0.28	-0.39	-0.16	-0.06	-0.03	-0.12	-0.45	0.66	-0.17	0.94	-0.24	0.88	-0.85	-0.73	-0.65	-0.75	-0.7	0.27	0.04	0.61	0.55	0.6	0.07	-0.01	0.29	1.07	1.23	1.02	1.18	0.25	-0.31	""	ribosomal RNA-processing protein 7 [Source:VB Community Annotation]
AGAP005267	0.16	0.13	0.12	-0.02	-0.08	-0.05	-0.19	-0.29	-0.36	-0.56	-0.19	0.13	-0.22	0.11	-0.13	0.19	-0.23	-0.08	-0.03	-0.15	-0.06	0.02	0.01	0.03	0.56	0.49	0.32	0.16	0.13	0.48	0.66	0.79	0.64	-0.02	0.19	""	ADP-ribosylation factor-like protein 2 [Source:VB Community Annotation]
AGAP008711	0.09	-0.03	0.15	0.07	0.36	0.17	-0.25	-0.92	-0.78	-0.61	1	0.9	0.77	0.67	0.79	0.68	-0.01	0.06	0.21	0.24	0.31	0.14	0.12	0	-0.42	0.25	0.36	-0.03	-0.03	-0.02	-0.16	-0.01	0.19	0.35	0.21	""	solute carrier organic anion transporter family, member 3A [Source:VB Community Annotation]
AGAP012677	0.14	0.22	-0.35	-0.36	0.49	-0.65	0.89	0.36	0.85	1.02							1.95	1.19	2.03	2.07	1.95	-1.72	-0.66	-0.84	-0.9	0.14	0.97	-0.29	-0.31	-0.9	-0.56	-1.58	-0.85	-0.19	0.22	""	""
AGAP000589	0.07	0.33	0.22	-0.15	0.29	0.05	-0.91	-2.11	-0.89	-0.82	0.07	0.11	0.26	0.29	0.07	0.1	0.54	0.3	0.23	0.25	0.22	0.46	0.41	0.74	-0.04	0.13	-0.13	-0.29	-0.2	0.67	0.89	0.67	0.75	-0.14	-0.13	""	poly(ADP-ribose) glycohydrolase [Source:VB Community Annotation]
AGAP003006	0.09	1.13	0.53	-0.24	0.53	-1.83	-1.43	-0.63	-0.62	-0.42	-0.5	0.58	-0.12	0.96	-0.14	0.95	-0.47	-0.29	0	-0.14	-0.17	0.45	0.07	0.66	0.11	-0.04	-0.2	-1.14	-1.04	-0.44	0.37	-0.45	-0.85	-3.46	-3.65	""	""
AGAP004350	-0.75	-1.2	0.12	0.58	2.27	2.27	3.05	-1.13	1.37	1.72	-3.07	-0.18	-3.41	-0.53	-6.61	-3.7	1.48	1.45	1.85	1.58	1.8	-5.37	-4.69	-4.59	-0.83	2.43	3.17	-0.44	0.25	-2.51	0.23	-2.61	-1.53	2.19	1.42	""	Synaptic vesicle protein [Source:VB Community Annotation]
AGAP009084	-2.15	-1.77	-0.7	2.15	2.43	-0.27	0.52	1.26	-1.19	-1.73	1.15	0.01	0.45	-0.67	-0.31	-1.42	-0.46	-0.3	-0.58	-1.46	-0.47	0.75	0.71	-1.42		-0.85	1.37	-0.22	-0.98	-1.31	-2.19	-0.19	0.34	2.97	0.69	""	""
AGAP012160	0.16	0.22	0.54	-0.21	0.53	0.39	-0.35	0.12	0.96	0.53	0.46	1.05	0.49	1.07	1.21	1.8	-1.96	-0.4	-2.37	-2.41	-1.88	-0.37	-0.69	-0.35	1.41	-0.23	-0.4	-0.42	-0.15	1.31	1.47	1.77	1.43	-0.34	-0.36	""	kinetochore-associated protein 1 [Source:VB Community Annotation]
AGAP003593	0.06	0.28	0.23	-0.17	-0.04	-0.06	-0.16	-0.11	0.03	0.04	0.12	0.04	0.31	0.22	0.27	0.19	-0.11	-0.09	-0.09	0.02	-0.2	0.09	0.03	0.35	0.4	0.16	0.12	0.07	0.11	0.57	0.61	0.28	0.64	-0.32	-0.38	""	Protein arginine methyltransferase RmtB [Source:VB Community Annotation]
AGAP007944	0.11	0.34	-0.5	0.13	-0.27	-0.37	0.12	0.49	0.56	0.74	-0.54	-0.4	-0.61	-0.48	-0.74	-0.61	-0.33	-0.1	0	-0.12	-0.14	-0.44	-0.29	-0.56	0.34	-0.51	-0.48	-0.3	-0.29	-0.45	-0.27	-0.31	-0.33	0.42	0.36	""	""
AGAP003035	0.1	-0.62	0.28	0.17	-0.06	0.32	-0.22	-0.14	-0.23	-0.3	0.41	0.31	0.32	0.21	0.12	0.01	-0.16	-0.14	-0.1	-0.12	-0.25	0.11	0.03	0.2	0.55	0.04	0.07	0.15	0.25	0.21	0.27	0.22	0.36	-0.52	-0.45	""	AP-3 complex subunit beta [Source:UniProtKB/TrEMBL;Acc:A7USR3]
AGAP008055	-0.33	-0.93	-0.25	0.57	-1.88	-1.28	-0.43	0.09	-0.76	-1.07	0.52	0.22	-0.62	-0.91	-0.88	-1.17	1.59	1.07	2.25	2.05	1.93	0.2	-0.45	0.42	-0.25	-0.73	0.14	-1.03	-0.33	0.66	1.59	-0.59	-0.37	0.72	0.98	CSP3	chemosensory protein 3 [Source:VB Community Annotation]
AGAP006263	0.09	-0.49	-0.23	1.07	0.14	0.29	-0.46	0.09	0.34	0.14	0.12	-1.61	0.46	-1.27	-0.92	-2.67	0.43	0.83	0.86	0.8	0.64	0.57	0.36	0.32	-0.45	-0.77	-0.36	-0.29	-0.96	-2.05	-1.92	-1.76	-0.8	0.22	0.75	ARR2	arrestin Arr2-like [Source:VB Community Annotation]
AGAP010077	0.9	-0.13	-0.02	0.31	0.64	2.9	-0.11	-0.41	-0.15	-0.42	3.13	2.05	2.26	1.17	1.2	0.11	-0.3	-0.62	-1.74	-2.17	-1.37	0.38	0.77	-0.21	1.12	0.37	0.8	-0.83	-0.3	-0.08	0.04	0.41	0.87	-0.65	0.02	CYP303A1	cytochrome P450 [Source:VB Community Annotation]
AGAP001402	0.1	0.26	0.22	0.07	0.22	0.17	0.06	-0.05	0.11	-0.17	-0.12	0.53	-0.15	0.49	-0.21	0.44	-0.03	0.46	-0.06	-0.66	-0.13	-0.09	-0.04	0.08	0.9	0.2	-0.06	-0.11	0.04	0.46	0.71	0.53	0.68	-0.35	-0.37	""	CAS1 domain-containing protein 1 [Source:VB Community Annotation]
AGAP003798	0.1	0.24	-0.16	-0.3	-0.29	0.01	0.36	0.15	0.35	0.31	-0.35	-0.45	-0.4	-0.5	-0.36	-0.46	0.01	-0.25	-0.38	-0.45	-0.26	-0.24	0.22	-0.11	-0.04	-0.64	-0.54	-0.2	0.01	-0.41	-0.47	-0.14	-0.28	0.61	0.72	""	growth hormone regulated TBC protein 1b [Source:VB Community Annotation]
AGAP005346	0.62	-0.67	-0.49	0.94	-1.01	-0.9	-1.69	-1.28	-1.64	-0.66	-0.24	-0.5	-0.49	-0.77	-0.57	-0.81	0.3	0.42	-0.19	-0.56	0.16	0.69	-0.29	-0.28	-0.84	-0.16	-1.07	0.41	-0.52	-0.8	-1.23	-0.65	-0.55	-1.64	-0.8	""	""
AGAP006443	1.14	-3.37	-0.15	-1.07	3.94	5	1.74	1.61	1.26	1.59	-2.72	-2.68	-1.73	-1.71	-3.53	-3.49	-0.44	0.34	-0.19	-0.48	-0.31	-0.59	-0.83	-0.72	1.81	-0.13	1.24	-1.53	-1.7	-0.65	-2.34	-2.22	-1.56	0.35	1.78	""	venom allergen [Source:VB Community Annotation]
AGAP012745	-0.2	0.17	-0.16	-0.69	1.34	0.88	1.44	-0.19	1.22	1.79	-0.33	0.48	1.37	2.16	0.53	1.32	-0.95	-0.86	-0.83	-1	-0.59	-1.06	-1.3	-0.75	0.78	1.75	2.72	2.05	1.33	-0.23	-0.02	-0.63	-0.34	1.57	0.97	""	Anpep [Source:VB Community Annotation]
AGAP000413	0.75	-1.48	1.01	1.66	-0.5	0.26	1.12	0.84	-0.2	0.37	-0.35	-0.64	-0.22	-0.53	-0.48	-0.77	0.5	0.3	-0.15	-0.18	-0.02	-0.19	0	-0.16	0.95	-0.16	-0.66	-0.23	0.28	-0.36	-0.57	-0.51	-0.12	-0.91	0.04	""	""
AGAP003536	-0.12	0.08	0.05	0.12	0.32	0.02	0.25	0.25	0.29	0.18	-0.03	0.26	0.19	0.48	0.09	0.38	0.04	0.05	-0.07	-0.24	-0.18	0.07	-0.21	-0.11	0.42	0.41	0.42	0.1	-0.16	0.35	0.52	0.3	0.25	0.54	0.59	""	solute carrier family 25 (mitochondrial S-adenosylmethionine transporter) [Source:VB Community Annotation]
AGAP006055	-0.13	-0.22	0.31	-0.42	0.13	0.35	-0.14	-0.27	0.09	-0.18	0.36	0.67	0.06	0.36	0.45	0.75	-0.49	-0.62	-0.32	-0.37	-0.51	0.4	0.37	0.72	0.16	-0.23	-0.5	-0.77	-0.36	0.9	0.69	0.77	1.01	0.24	0.21	""	NF-kappa-B inhibitor-like protein 2 [Source:VB Community Annotation]
AGAP006058	-0.82	-0.84	0.51	0.62	0.53	0.93	0.57	1.06	1.68	1.43	0.09	0.83	-0.15	0.58	0.01	0.73	-0.05	-0.12	-0.39	-0.94	-0.36	-1.18	-1.58	-0.87	-0.3	0.65	-0.91	0.24	0.58	1.63	-0.85	1.55	1.17	-3.17	-0.45	""	heparan sulfate 2-o-sulfotransferase [Source:VB Community Annotation]
AGAP002622	0.14	0.17	0.13	-0.57	0.92	0.35	2.24	0.65	1.98	1.69	-2.85	-0.74	-0.86	1.23	-1.58	0.51	-0.66	-0.63	-0.49	-0.01	-0.37	-0.44	-0.81	0	1.7	0.93	0.85	0.03	0.78	2.31	2.27	2.75	1.45	1.91	1.93	""	sodium-coupled monocarboxylate transporter 1 [Source:VB Community Annotation]
AGAP000975	0.09	-0.16	0.29	0	-0.2	0.2	-0.43	-0.52	-1.05	-1.16	0.25	-0.23	0.24	-0.25	0.21	-0.27	-0.21	0.16	0.23	0.05	0.22	-0.2	-0.25	-0.18	-0.4	0.21	0.09	0.52	0.26	-0.67	-0.37	-0.57	-0.44	0.03	-0.21	""	""
AGAP009202	-0.08	-0.04	-0.06	0.07	0.13	0.05	0.09	0.06	-0.15	-0.21	-0.18	0	-0.03	0.15	-0.33	-0.15	-0.67	-0.51	-0.68	-0.52	-0.52	-0.19	0.03	-0.16	0.3	0.16	0.06	0.36	0.21	0.13	0.4	0.25	0.25	0.18	-0.03	""	selenoprotein T [Source:VB Community Annotation]
AGAP009439	0.09	0.44	0.09	-0.31	0.13	-0.08	0.12	-0.03	-0.36	-0.26	-0.29	0.5	-0.27	0.51	-0.28	0.51	-0.44	-0.55	-0.12	-0.05	-0.14	0.04	0.13	0.15	-0.11	0.21	0.14	0.05	0.21	0.44	0.7	0.3	0.4	-0.25	-0.36	""	membrane protein GNA1220 [Source:VB Community Annotation]
AGAP011115	-0.06	-0.05	0.11	0.1	0.12	0.08	-0.09	0.01	0.13	0.13	-0.07	-0.11	-0.17	-0.21	-0.13	-0.16	0.04	-0.24	0.09	0.01	0.07	0.24	0.02	0.21	-0.42	-0.04	-0.07	-0.08	-0.2	-0.02	0.11	-0.01	0.08	0.08	0.11	""	""
AGAP013455	0.07	-0.41	0.52	0.13	0.37	0.28	-0.1	-0.47	-0.06	0.02	0.41	0.57	0.45	0.6	0.33	0.49	-0.22	-0.07	-0.19	-0.08	-0.36	-0.3	0.24	0.04	0.03	0.47	0.87	0.2	0.25	0.57	0.22	0.26	0.5	-0.08	-0.26	""	""
AGAP012292	-0.17	-0.5	0.69	1	0.15	-0.6	0.22	-0.14	-0.59	-0.47	-0.23	-0.1	-0.42	-0.3	-0.61	-0.49	-0.25	-1.32	0.04	0.2	-0.14	-0.01	-0.41	0.34	-0.88	-0.03	-0.26	0.38	0.06	0.19	0.51	0.36	0.44	-0.6	0.07	CYP9J4	cytochrome P450 [Source:VB Community Annotation]
AGAP002471	-0.65	-0.47	0.2	1.48	0.15	0.22	0.84	1.21	-0.09	0.72	-0.19	-0.32	-0.5	-0.64	-0.4	-0.53	-0.14	1.87	-0.21	-0.19	-0.4	0.27	0.45	1.42	0.52	-0.68	-0.63	-0.49	-0.84	-1.5	-1.5	-0.71	-1.11	-0.77	-0.53	""	ADP-ribosylation factor-like protein 16 [Source:VB Community Annotation]
AGAP000398	-0.18	0.22	-0.13	-0.43	0.47	0.13	-0.29	-0.47	-0.26	-0.43	-0.2	0.15	-0.2	0.14	-0.21	0.14	-0.66	-0.64	-0.79	-0.77	-0.72	0.16	0.05	0	-0.25	0.35	-0.11	0.11	0.13	0.71	0.71	0.65	0.61	0.1	-0.15	""	methionyl-tRNA formyltransferase [Source:VB Community Annotation]
AGAP001443	-0.48	-0.88	-0.76	-0.13	0.04	-0.18	-0.43	1.21	0.04	0.93	-0.32	-2.18	-0.91	-2.77	0.63	-1.24	-0.27	0.22	-1.16	-1.99	-1.29	0.67	0.51	-1.04	0.66	0.45	0.4	-1.21	-1.25	0.25	-0.86	-1.25	-1.74	1.72	2.48	CYP325J1	cytochrome P450 [Source:VB Community Annotation]
AGAP028230	-0.12	0.5	0.13	-0.27	0.02	-0.14	0.04	0.14	-0.14	-0.16	-0.11	0.42	-0.09	0.44	-0.24	0.28	-0.13	-0.25	-0.11	-0.08	-0.1	0.68	0.17	0.49	1.24	-0.23	-0.3	-0.12	-0.04	-0.07	0.26	-0.12	0.08	0.07	-0.36	""	""
AGAP004845	-0.23	-1.56	0.36	-0.89	0.77	0.34	-0.76	-2.26	-2.64	-1.91	-0.58	-0.07	-0.62	-0.12	-0.4	0.1	0.02	-0.09	0.07	-0.12	0.06	0.2	-0.25	-0.2	-1.04	1.33	0.93	1.02	0.4	0.68	1.21	0.53	0.7	0.6	-1	""	scavenger receptor class B member [Source:VB Community Annotation]
AGAP005557	-0.14	0.17	-0.3	0.13	-0.46	-0.18	0.09	0.43	-0.21	0.2	-0.33	-1.1	-0.24	-1.02	-0.41	-1.18	0.04	0.04	0.17	-0.05	0.21	0.46	0.13	0.44	-0.47	-0.6	-0.54	-0.03	-0.3	-1.75	-1.26	-1.99	-1.84	-0.05	0.57	""	xenotropic and polytropic retrovirus receptor 1 [Source:VB Community Annotation]
AGAP000659	0.1	-0.13	0.06	-0.22	0.34	0.46	-0.2	-0.37	-0.44	-0.34	0.72	0.38	0.64	0.28	0.8	0.45	0.07	0.11	0.09	0.1	0.1	-0.54	-0.23	-0.48	0.53	0.14	0.38	0.13	0.19	0.36	0.35	0.13	0.41	0.26	0.03	""	Sidekick homolog 2 [Source:VB Community Annotation]
AGAP001145	-0.1	0.57	0.05	-0.47	-0.21	-0.3	-0.09	-0.27	-0.28	-0.3	0.33	1	0.45	1.11	0.2	0.87	0.01	-0.31	0.06	-0.17	-0.18	0.26	-0.12	0.6	0.33	0.23	-0.01	0.18	0.46	0.75	0.97	0.97	0.88	0.07	-0.4	""	pre-mRNA-splicing factor 38A [Source:VB Community Annotation]
AGAP005339	-1	-2.43	0.62	0.12	-1.09	-2.03	-2.82	-2.4	-2.32	-2.67	0.29	0.33	0.16	0.2	-0.59	-0.55	-0.18	-0.58	-1.01	-1.68	-0.93	-1.39	-0.01	-0.82	2.6	-1.75	-1.26	-1.2	-0.82	1.84	-0.56	-0.19	1.6	0.3	0.3	Cht4	chitinase [Source:VB Community Annotation]
AGAP000923	0.06	0.41	0.1	-0.24	0.31	0.52	0.07	0.08	0.1	0.05	-1.76	0.07	-1.73	0.09	-1.77	0.06	-0.6	-0.86	-0.55	-0.61	-0.67	0.04	0.27	0.23	-0.45	0.31	0.27	0.16	0.18	0.43	0.5	0.32	0.35	0.05	0.04	""	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin [Source:VB Community Annotation]
AGAP001031	0.11	0	0.35	-0.32	-0.02	-0.57	-0.22	-0.22	-0.33	-0.28	0.2	0.62	0.38	0.79	0.2	0.62	-0.2	-0.47	-0.08	-0.12	-0.39	-0.11	0.07	0.17	-0.02	0.33	0.14	-0.07	0.06	0.8	0.83	0.49	0.69	-0.33	-0.53	""	INO80 complex subunit E [Source:VB Community Annotation]
AGAP005495	-2.12	-0.52	1.45	0.9	-0.11	-1.47	-1.04	0.62	-0.65	-1.26	1.42	0.78	1.6	1	1.21	0.61	-0.26	-0.05	-0.86	-1.16	-0.45	0.63	1.46	0.74	1.12	-0.79	-0.55	-1.09	-1	3.14	0.16	0.86	-0.01	0.82	0.8	Or80	odorant receptor 80 [Source:VB Community Annotation]
AGAP007024	-0.09	0.64	0.25	-0.33	0.21	0.18	0.04	0.21	-0.05	-0.17	-0.52	-0.48	-0.56	-0.52	-0.76	-0.72	-0.34	-0.19	0.06	0.16	0.11	-0.13	0.19	-0.06	-0.89	0.35	0.14	0.18	0.54	1.19	0.88	0.86	0.91	-0.13	-0.18	""	nuclear transport factor 2 [Source:VB Community Annotation]
AGAP009233	-1.08	0.71	-2.3	1.53	0.73	0.4	-2.12	-1.04	-0.25	0.18	1.14	-1.86	0.64	-2.4	2.19	-0.84	0.74	-0.23	-0.74	-0.84	0.15	0.4	0.95	2.85	-1.04	-0.12	-1.32	0	0.91	-0.2	-0.51	0.24	-1	1.31	0.93	""	""
AGAP010419	0.11	0.13	-0.29	-0.72	-0.01	0.38	0.28	0.1	0.01	0.05	0.14	-0.1	0.52	0.27	0.19	-0.07	-0.29	0.02	-0.2	-0.2	-0.23	-0.79	-0.22	-0.38	0.1	0.37	0.42	-0.17	-0.08	0.18	0.18	0.08	0.53	-0.14	-0.83	""	Rab proteins geranylgeranyltransferase component A [Source:VB Community Annotation]
AGAP029133	-1.27	1.69	1.4	-0.96	0.73	-0.88	-0.09	0.78	-0.08	1.15	-0.61	1.66	-2.43	-0.08	-3.41	-1.19	1.21	2.26	-0.26	-0.43	0.5	-2.02	-2.06	-2.42	-0.48	-1.16	-0.43	0.72	-0.18	0.61	1.42	-0.83	0.71	1.73	0.44	""	""
AGAP008123	-0.29	0.33	-0.17	0.87	0.94	1	-0.09	1.18	0.26	0.02	0.74	0.09	-0.14	-0.8	0.21	-0.44	0.89	0.76	0.19	0.28	0.4	0.43	0.4	0.81	1.18	0.1	-0.16	-1.08	-0.76	-0.95	-1.11	-1.05	-1.31	0.09	0.67	""	""
AGAP010586	-0.08	0.63	-0.05	-0.38	0.06	-0.03	-0.02	0.08	-0.01	-0.13	-0.03	0.32	0.06	0.4	-0.05	0.3	-0.53	-0.57	-0.3	-0.31	-0.51	0.1	0.18	0.17	0.53	0.18	-0.1	-0.01	0.13	0.47	0.92	0.41	0.52	-0.1	-0.34	""	aminoacyl tRNA synthase complex-interacting multifunctional protein 1 [Source:VB Community Annotation]
AGAP008757	-0.07	0.06	0.02	0.15	-0.07	0.07	-0.07	0.39	0.04	0.02	-0.13	-0.24	-0.19	-0.3	-0.6	-0.71	0.01	-0.23	0.04	0.11	0.21	-0.08	0.14	0.17	0.37	-0.27	-0.31	0.13	-0.12	-0.28	-0.15	-0.37	-0.21	-0.19	0.24	""	""
AGAP012600	-0.56	0.69	-0.22	0.49	-0.31	0.01	1.29	1.34	0.63	0.9							0.06	-0.06	-0.54	-0.87	-0.38	0.82	0.98	1.48	0.25	0.75	3.33	-0.84	-4.46	-3.77	-4.88	-4.82	-4.84	-3.43	-1.89	""	COUP transcription factor 2 [Source:VB Community Annotation]
AGAP011064	-0.12	-0.71	0.25	0.46	-0.65	-0.32	-0.32	-0.39	-0.05	-0.01	0.16	-0.53	0.1	-0.59	0.52	-0.17	0.27	0.02	0.23	0.22	0	-0.44	-0.35	-0.32	-0.33	-0.42	-0.38	-0.2	-0.36	-1.2	-1.39	-1.33	-0.85	-0.91	-0.96	""	""
AGAP013410	0.25	-0.67	-0.15	0.85	-0.85	-0.99	-1.12	-0.48	-0.87	-1.39	0.44	-0.59	-0.47	-1.5	1.39	0.35	0.44	0.74	0.01	0.35	0.21	-0.15	-0.13	0.23	0.64	0.67	0.31	-0.89	-1.31	-1.11	-1.88	-1.84	-1.42	-0.64	-0.71	""	""
AGAP005052	0.18	0.34	-0.2	-0.69	-0.6	-0.9	0.59	0.44	0.85	0.57	-0.35	0.72	0.01	1.07	0.08	1.14	-0.42	-0.73	-0.58	-0.86	-0.72	0.03	-0.02	0.13	0.87	0.26	0	-0.09	0.05	1.17	1.45	0.74	1.01	0.08	0.41	""	deoxyribodipyrimidine photo-lyase [Source:VB Community Annotation]
AGAP011880	-0.1	0.3	0.14	-0.44	-0.24	0.05	-0.38	-0.43	-0.29	-0.37	-0.04	0.57	0.16	0.76	0.17	0.77	-0.28	-0.29	-0.11	-0.28	-0.19	0.19	-0.28	0.38	0.72	0.46	-0.15	-0.08	0.19	0.77	0.97	0.42	0.68	-0.42	-0.68	""	G patch domain containing 1 [Source:VB Community Annotation]
AGAP013451	-1.64	1.79	-1.48	2.26	0.74	0.19	-0.12	0.87	0.4	1.85	0.82	0.12	-2.09	-2.79	-0.62	-1.32	-1.37	-1.18	-2.25	-3.02	-2.2	-1.01	0.82	1.01	2.75	-1.13	-1.81	-2.79	-0.76	-2	-2.62	-2.56	-1.97	-0.64	-0.11	""	outer membrane lipoprotein Blc (Precursor) [Source:VB Community Annotation]
AGAP006880	-0.16	-0.27	0.39	-0.36	0.36	0.36	-0.07	-0.4	-0.07	-0.11	-0.26	-0.18	-0.38	-0.31	-0.3	-0.23	-0.1	-0.09	-0.09	0.02	-0.18	-0.01	-0.34	-0.21	0.75	0.1	0.03	-0.18	0.12	-0.01	-0.03	0.34	0.47	-0.04	-0.08	""	Protein LMBR1L [Source:VB Community Annotation]
AGAP002524	-0.12	0.52	0.69	0.62	0.07	-0.46	0.03	0.55	0.79	0.27	-0.9	-0.03	-1.17	-0.3	-0.88	-0.02	0.34	0.27	0.05	0.12	0.39	-0.01	0.19	-0.13	0.71	0.05	-0.16	-0.1	-0.26	-0.71	-0.34	-0.05	0.16	-0.05	-0.33	""	""
AGAP000886	-0.08	0.16	0.01	-0.02	-0.04	-0.04	0.17	0.08	0	-0.1	-0.16	0.15	-0.09	0.21	-0.31	0	-0.52	-0.51	-0.4	-0.4	-0.44	-0.04	0.29	0.28	0.21	0.05	0.09	-0.14	-0.1	-0.2	0.04	-0.15	-0.13	0.06	-0.09	""	Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:Q7PNJ3]
AGAP000385	0.08	0.05	0.05	0.49	-0.5	-0.59	-0.16	-0.28	-0.08	-0.29	0.06	-0.93	-0.08	-1.07	-0.15	-1.15	0.38	0.34	0.6	0.48	0.58	-0.84	-0.67	-0.99	-0.72	-0.21	-0.2	-0.01	-0.17	-0.42	-0.54	-0.47	-0.33	-0.19	-0.16	""	""
AGAP007442	-0.81	-0.81	1.51	0.21	-0.6	-0.59			-0.56		0.29	1.57	-0.13	1.15	-0.02	1.27	0.4	0.52	-0.89	-1.34	-0.13				2.54	-0.95	0.68	-0.03	-0.15	2.19	-0.39	1.6	1.9	-0.93	-0.83	""	""
AGAP000763	0.06	-0.27	0.32	-0.02	-0.04	0.04	-0.29	-0.52	-0.45	-0.34	0.2	-0.03	0.14	-0.09	0.19	-0.04	-0.07	-0.28	-0.11	-0.24	-0.31	0.05	-0.23	-0.05	0.23	-0.03	-0.03	-0.18	-0.34	0.12	-0.09	-0.04	0.26	-0.17	-0.23	""	activin receptor type-2, invertebrate [Source:VB Community Annotation]
AGAP001951	-0.12	-0.34	0.43	-0.43	-0.21	-0.02	-0.36	-1.37	-1.19	-1.03	-1.28	0.76	-1.37	0.66	-1.21	0.82	0.29	0.06	0.23	0.3	0.19	0.28	0.04	-0.45	-0.87	0.04	-0.02	-0.31	-0.47	-0.88	0.02	-0.48	-0.85	-0.64	-1.47	""	butyryl-CoA dehydrogenase [Source:VB Community Annotation]
AGAP003068	0.13	0.37	0.25	0.26	-0.11	-0.13	-0.47	0.06	0.13	0.06	0.24	-0.03	0.21	-0.07	0.09	-0.17	0.27	0.14	-0.02	0.01	-0.13	0.5	0.24	0.77	0.41	-0.42	-0.64	-0.08	-0.12	0.53	0.68	0.68	0.88	-0.83	-0.75	""	""
